c graph in DIMACS format 
p edge 256 32640
e 61 227 26730804
e 61 228 23490246
e 61 229 26731235
e 61 230 28774702
e 61 231 21271053
e 61 232 39204259
e 61 233 26679420
e 61 234 17539832
e 61 235 22168471
e 61 236 35474509
e 61 237 22336159
e 61 238 22391166
e 61 239 26731235
e 61 240 26731235
e 61 241 19597070
e 61 242 28735361
e 61 243 15548573
e 61 244 26731235
e 61 245 26731235
e 61 246 47793139
e 61 247 28835060
e 61 248 40953880
e 61 249 26731235
e 61 250 18318637
e 61 251 16018980
e 61 252 26726419
e 61 253 28844176
e 61 254 26731235
e 61 255 11214202
e 61 256 28840692
e 62 63 20332565
e 62 64 26463334
e 62 65 27988507
e 62 66 25320971
e 62 67 11643229
e 62 68 25943891
e 62 69 39881894
e 62 70 36790084
e 62 71 12469153
e 62 72 36047215
e 62 73 21885357
e 62 74 36327482
e 62 75 33029236
e 62 76 34535651
e 62 77 36752312
e 62 78 24631939
e 62 79 36975596
e 62 80 38685778
e 62 81 36751138
e 62 82 36766914
e 62 83 8239699
e 62 84 35526687
e 62 85 29655269
e 62 86 28384834
e 62 87 22654644
e 62 88 21352956
e 62 89 22676805
e 62 90 36831039
e 62 91 30591234
e 62 92 48299639
e 62 93 22679952
e 62 94 40652478
e 62 95 22643913
e 62 96 36790015
e 62 97 34795571
e 62 98 22639027
e 62 99 11063592
e 62 100 36749506
e 62 101 33929297
e 62 102 36578599
e 62 103 37033515
e 62 104 48843688
e 62 105 30955004
e 62 106 22676123
e 62 107 36716314
e 62 108 35117300
e 62 109 36771596
e 62 110 13559949
e 62 111 21486010
e 62 112 29229194
e 62 113 36743734
e 62 114 25437504
e 62 115 44527911
e 62 116 36439063
e 62 117 35827640
e 62 118 25940420
e 62 119 34535084
e 62 120 22538983
e 62 121 36653099
e 62 122 22598852
e 62 123 35320592
e 62 124 21636494
e 62 125 29133491
e 62 126 22674314
e 62 127 34232946
e 62 128 23023410
e 62 129 25511021
e 62 130 36739690
e 62 131 28236437
e 62 132 32599104
e 62 133 22678916
e 62 134 33061086
e 62 135 36822024
e 62 136 36692029
e 62 137 36158159
e 62 138 31083370
e 62 139 29530780
e 62 140 27038807
e 62 141 10901472
e 62 142 37033241
e 62 143 12660713
e 62 144 36754300
e 62 145 22025833
e 62 146 42759443
e 62 147 29655134
e 62 148 9925113
e 62 149 38829727
e 62 150 29647374
e 62 151 36774525
e 62 152 37088894
e 62 153 9641958
e 62 154 22924299
e 62 155 12805853
e 62 156 27712813
e 62 157 22676084
e 62 158 40740978
e 62 159 36807202
e 62 160 36765547
e 62 161 36758260
e 62 162 16071209
e 62 163 36660800
e 62 164 24228022
e 62 165 36743278
e 62 166 12395588
e 62 167 27071571
e 62 168 15776956
e 62 169 27284325
e 62 170 36766815
e 62 171 36757698
e 62 172 10440800
e 62 173 35828274
e 62 174 36746344
e 62 175 43668793
e 62 176 22624772
e 62 177 20542842
e 62 178 27636815
e 62 179 29162979
e 62 180 29530199
e 62 181 36737274
e 62 182 20600855
e 62 183 21355842
e 62 184 29648698
e 62 185 18834597
e 62 186 42597693
e 62 187 36819297
e 62 188 36758078
e 62 189 30201848
e 62 190 34445059
e 62 191 36770292
e 62 192 36614853
e 62 193 33523178
e 62 194 36746655
e 62 195 35827558
e 62 196 36763251
e 62 197 36859607
e 62 198 19130702
e 62 199 43549772
e 62 200 29657745
e 62 201 29705117
e 62 202 36645764
e 62 203 16680235
e 62 204 41242814
e 62 205 23295760
e 62 206 8839275
e 62 207 36747328
e 62 208 27459481
e 62 209 36765547
e 62 210 41620265
e 62 211 36746446
e 62 212 32955265
e 62 213 22546658
e 62 214 36740673
e 62 215 16409689
e 62 216 36749016
e 62 217 48821782
e 62 218 21768457
e 62 219 22642252
e 62 220 29692201
e 62 221 16057780
e 62 222 36656864
e 62 223 16066250
e 62 224 36678189
e 62 225 36657117
e 62 226 22253019
e 62 227 36758314
e 62 228 17335195
e 62 229 22680009
e 62 230 36745218
e 62 231 31297516
e 62 232 47182625
e 62 233 36705883
e 62 234 13488606
e 62 235 32194934
e 62 236 31278326
e 62 237 32362621
e 62 238 18336015
e 62 239 36765547
e 62 240 29705117
e 62 241 45025734
e 62 242 29558662
e 62 243 25563262
e 62 244 22680009
e 62 245 36765547
e 62 246 17497130
e 62 247 36757698
e 62 248 36765547
e 62 249 36757698
e 62 250 28352949
e 62 251 11967754
e 62 252 36770381
e 62 253 36754647
e 62 254 36765547
e 62 255 21240665
e 62 256 36757698
e 63 64 33143998
e 63 65 27423646
e 63 66 24982456
e 63 67 20034417
e 63 68 25389522
e 63 69 35705467
e 63 70 36196148
e 63 71 25952906
e 63 72 35555952
e 63 73 16193136
e 63 74 36163090
e 63 75 31297411
e 63 76 29404660
e 63 77 31626707
e 63 78 17710150
e 63 79 30844933
e 63 80 31013736
e 63 81 36147028
e 63 82 31071156
e 63 83 45034212
e 63 84 34924901
e 63 85 36500045
e 63 86 22711270
e 63 87 31045832
e 63 88 50970792
e 63 89 36203112
e 63 90 36253990
e 63 91 29997298
e 63 92 25991315
e 63 93 31072302
e 63 94 35560101
e 63 95 31599664
e 63 96 35347225
e 63 97 36248574
e 63 98 31035302
e 63 99 48738372
e 63 100 31048219
e 63 101 28243959
e 63 102 30892098
e 63 103 37215898
e 63 104 48247713
e 63 105 25196290
e 63 106 31071236
e 63 107 35393971
e 63 108 38805076
e 63 109 31603866
e 63 110 21956160
e 63 111 15793442
e 63 112 28635258
e 63 113 36174203
e 63 114 50259094
e 63 115 33896614
e 63 116 30753725
e 63 117 31072441
e 63 118 27307663
e 63 119 28842191
e 63 120 36024336
e 63 121 30954148
e 63 122 30990040
e 63 123 25976042
e 63 124 30587117
e 63 125 23446990
e 63 126 36159667
e 63 127 28330202
e 63 128 17336909
e 63 129 39670188
e 63 130 31045340
e 63 131 23024471
e 63 132 32326553
e 63 133 31070104
e 63 134 26388810
e 63 135 31025965
e 63 136 36987125
e 63 137 36524324
e 63 138 16238599
e 63 139 30943956
e 63 140 28451983
e 63 141 19848170
e 63 142 35948322
e 63 143 14582303
e 63 144 36928834
e 63 145 30417021
e 63 146 43015076
e 63 147 35406635
e 63 148 23659231
e 63 149 34156038
e 63 150 31616060
e 63 151 36197145
e 63 152 35834712
e 63 153 23125711
e 63 154 22320189
e 63 155 26295514
e 63 156 22001089
e 63 157 36940081
e 63 158 26086043
e 63 159 36043394
e 63 160 31072359
e 63 161 31627270
e 63 162 24462864
e 63 163 30987235
e 63 164 22879847
e 63 165 31069714
e 63 166 25877016
e 63 167 21385070
e 63 168 17191294
e 63 169 21528621
e 63 170 31070113
e 63 171 36163761
e 63 172 18831988
e 63 173 36164478
e 63 174 36157516
e 63 175 28450947
e 63 176 36147597
e 63 177 21956018
e 63 178 41145409
e 63 179 32062087
e 63 180 31498885
e 63 181 36135488
e 63 182 15481639
e 63 183 35313011
e 63 184 36178843
e 63 185 27229709
e 63 186 27423809
e 63 187 36223323
e 63 188 36164142
e 63 189 24515348
e 63 190 18445022
e 63 191 30987384
e 63 192 31476013
e 63 193 32929242
e 63 194 31615664
e 63 195 31071197
e 63 196 36216646
e 63 197 36060697
e 63 198 41106072
e 63 199 42955836
e 63 200 31070921
e 63 201 31071197
e 63 202 36051828
e 63 203 25075348
e 63 204 29576279
e 63 205 48268655
e 63 206 51280477
e 63 207 36956571
e 63 208 26863506
e 63 209 31072359
e 63 210 41024005
e 63 211 30674246
e 63 212 23947128
e 63 213 31493357
e 63 214 36156186
e 63 215 42880853
e 63 216 36152755
e 63 217 48217672
e 63 218 23696714
e 63 219 31588951
e 63 220 36161889
e 63 221 29613410
e 63 222 31525873
e 63 223 22522571
e 63 224 37014741
e 63 225 36060857
e 63 226 22698063
e 63 227 36164378
e 63 228 30818948
e 63 229 31071197
e 63 230 31614228
e 63 231 30701256
e 63 232 26082551
e 63 233 36109622
e 63 234 46901994
e 63 235 26508433
e 63 236 30684390
e 63 237 39883914
e 63 238 27286638
e 63 239 36940081
e 63 240 36163761
e 63 241 23938194
e 63 242 31527348
e 63 243 19888535
e 63 244 36163761
e 63 245 36163761
e 63 246 25893405
e 63 247 35409523
e 63 248 31626707
e 63 249 36161437
e 63 250 22658599
e 63 251 20360105
e 63 252 31066381
e 63 253 31623657
e 63 254 31071197
e 63 255 16109674
e 63 256 31071197
e 64 65 31627664
e 64 66 28938342
e 64 67 29412428
e 64 68 15826327
e 64 69 40368885
e 64 70 31483468
e 64 71 16433467
e 64 72 39686372
e 64 73 16635748
e 64 74 31509742
e 64 75 26641715
e 64 76 38153022
e 64 77 40396855
e 64 78 27019867
e 64 79 40147642
e 64 80 26030818
e 64 81 40393575
e 64 82 40398222
e 64 83 49248206
e 64 84 39157994
e 64 85 40394103
e 64 86 18283234
e 64 87 40379705
e 64 88 16027921
e 64 89 26641119
e 64 90 31421634
e 64 91 25317486
e 64 92 46009790
e 64 93 31510756
e 64 94 53933582
e 64 95 26608227
e 64 96 40392400
e 64 97 40445640
e 64 98 26607266
e 64 99 19928773
e 64 100 31502622
e 64 101 37568454
e 64 102 31328991
e 64 103 31786630
e 64 104 52611447
e 64 105 25635906
e 64 106 31510842
e 64 107 31478480
e 64 108 25003212
e 64 109 26621481
e 64 110 22429360
e 64 111 16239126
e 64 112 23979586
e 64 113 40382891
e 64 114 54080708
e 64 115 38129707
e 64 116 26325689
e 64 117 26644424
e 64 118 27754928
e 64 119 24415317
e 64 120 31370989
e 64 121 26527274
e 64 122 31426933
e 64 123 21549168
e 64 124 30468499
e 64 125 23883883
e 64 126 31506320
e 64 127 23347818
e 64 128 26640781
e 64 129 22497323
e 64 130 40370998
e 64 131 31794619
e 64 132 13606794
e 64 133 31485210
e 64 134 38061629
e 64 135 40368574
e 64 136 40354835
e 64 137 39809090
e 64 138 34785703
e 64 139 31380848
e 64 140 37755854
e 64 141 19732276
e 64 142 40405962
e 64 143 42382662
e 64 144 40369268
e 64 145 40461939
e 64 146 20466116
e 64 147 31507926
e 64 148 27824191
e 64 149 42461035
e 64 150 31497443
e 64 151 31498271
e 64 152 40048343
e 64 153 13606272
e 64 154 26555607
e 64 155 30509145
e 64 156 31325585
e 64 157 40396855
e 64 158 21656191
e 64 159 40505751
e 64 160 40396855
e 64 161 40397417
e 64 162 24902013
e 64 163 40353854
e 64 164 27845393
e 64 165 26641678
e 64 166 30112434
e 64 167 49926873
e 64 168 12763258
e 64 169 17101747
e 64 170 40398122
e 64 171 40375068
e 64 172 28135859
e 64 173 31487020
e 64 174 31499460
e 64 175 23629043
e 64 176 26589086
e 64 177 17529144
e 64 178 45378503
e 64 179 36407992
e 64 180 40247246
e 64 181 26616050
e 64 182 15341235
e 64 183 16108957
e 64 184 40387531
e 64 185 36629768
e 64 186 36172170
e 64 187 31412633
e 64 188 26644036
e 64 189 33819219
e 64 190 42211716
e 64 191 40475397
e 64 192 31335610
e 64 193 28251784
e 64 194 40409207
e 64 195 40396855
e 64 196 40383067
e 64 197 40293790
e 64 198 36851472
e 64 199 23829589
e 64 200 26644047
e 64 201 26644323
e 64 202 40284921
e 64 203 47337306
e 64 204 34857983
e 64 205 51143584
e 64 206 28021752
e 64 207 40364699
e 64 208 31090789
e 64 209 31510813
e 64 210 45437548
e 64 211 31089353
e 64 212 36722341
e 64 213 31374739
e 64 214 26639072
e 64 215 25237770
e 64 216 31499408
e 64 217 13682929
e 64 218 23580820
e 64 219 40380649
e 64 220 40413388
e 64 221 33840692
e 64 222 26543489
e 64 223 54860930
e 64 224 40343041
e 64 225 31385723
e 64 226 13069784
e 64 227 40397471
e 64 228 35052041
e 64 229 40375068
e 64 230 40384375
e 64 231 46728918
e 64 232 30296182
e 64 233 31456275
e 64 234 17452920
e 64 235 35834091
e 64 236 34917483
e 64 237 43340688
e 64 238 36056786
e 64 239 40396855
e 64 240 40396855
e 64 241 19510158
e 64 242 31386944
e 64 243 15461661
e 64 244 31508090
e 64 245 31508090
e 64 246 47236113
e 64 247 40375068
e 64 248 31508090
e 64 249 26644323
e 64 250 31984257
e 64 251 29662814
e 64 252 26639507
e 64 253 40400338
e 64 254 26644323
e 64 255 15991057
e 64 256 26644323
e 65 66 13424860
e 65 67 13593791
e 65 68 28302928
e 65 69 24638043
e 65 70 33450999
e 65 71 14419715
e 65 72 23920088
e 65 73 9758230
e 65 74 24632223
e 65 75 24632879
e 65 76 26900977
e 65 77 24630571
e 65 78 12496963
e 65 79 24719392
e 65 80 24017600
e 65 81 24616161
e 65 82 41154222
e 65 83 33501021
e 65 84 23278766
e 65 85 24627819
e 65 86 16269481
e 65 87 24642175
e 65 88 9147678
e 65 89 24627367
e 65 90 24540581
e 65 91 18461754
e 65 92 19549527
e 65 93 24630604
e 65 94 38135090
e 65 95 41215314
e 65 96 24568273
e 65 97 22668444
e 65 98 24593513
e 65 99 36391762
e 65 100 24622379
e 65 101 21802170
e 65 102 24510257
e 65 103 24906388
e 65 104 36622798
e 65 105 18755664
e 65 106 24630610
e 65 107 41171334
e 65 108 22989460
e 65 109 24683206
e 65 110 51492427
e 65 111 13654567
e 65 112 17102067
e 65 113 24616607
e 65 114 54826854
e 65 115 26115853
e 65 116 26619905
e 65 117 24630653
e 65 118 22051916
e 65 119 22401565
e 65 120 24493470
e 65 121 41255964
e 65 122 24549414
e 65 123 19535416
e 65 124 23590980
e 65 125 17006364
e 65 126 24628801
e 65 127 21334065
e 65 128 10896283
e 65 129 23130655
e 65 130 24604714
e 65 131 16101461
e 65 132 34856034
e 65 133 24629478
e 65 134 27936193
e 65 135 24650723
e 65 136 41190045
e 65 137 24042806
e 65 138 19019419
e 65 139 24503329
e 65 140 26241617
e 65 141 12852033
e 65 142 24639678
e 65 143 26629073
e 65 144 24619324
e 65 145 24408759
e 65 146 26965218
e 65 147 24627683
e 65 148 11879600
e 65 149 26573889
e 65 150 24619924
e 65 151 24620752
e 65 152 24303846
e 65 153 11592520
e 65 154 10789323
e 65 155 52684233
e 65 156 15559301
e 65 157 24630571
e 65 158 19874803
e 65 159 24512528
e 65 160 24630571
e 65 161 24631133
e 65 162 31216087
e 65 163 24545447
e 65 164 12137027
e 65 165 24632058
e 65 166 14346150
e 65 167 15300958
e 65 168 10818701
e 65 169 34222682
e 65 170 24629487
e 65 171 24630571
e 65 172 12391361
e 65 173 24630131
e 65 174 24641514
e 65 175 16773311
e 65 176 24575334
e 65 177 15515391
e 65 178 32345229
e 65 179 17606561
e 65 180 24502748
e 65 181 24602298
e 65 182 8485502
e 65 183 23003500
e 65 184 24621247
e 65 185 20789083
e 65 186 20427672
e 65 187 24556900
e 65 188 24630284
e 65 189 18074721
e 65 190 35331474
e 65 191 24635315
e 65 192 24479877
e 65 193 21396051
e 65 194 41155353
e 65 195 24692981
e 65 196 24616783
e 65 197 24476254
e 65 198 21122856
e 65 199 16949347
e 65 200 24630294
e 65 201 41143000
e 65 202 24518637
e 65 203 48142577
e 65 204 11174012
e 65 205 12098773
e 65 206 10793762
e 65 207 24709470
e 65 208 13323184
e 65 209 24630571
e 65 210 29493138
e 65 211 24644317
e 65 212 20956057
e 65 213 24497220
e 65 214 24625320
e 65 215 25895630
e 65 216 24621889
e 65 217 36675748
e 65 218 16700578
e 65 219 24661775
e 65 220 24617654
e 65 221 18012266
e 65 222 24584986
e 65 223 10991704
e 65 224 24551062
e 65 225 24529990
e 65 226 11056032
e 65 227 24630140
e 65 228 19285757
e 65 229 24630571
e 65 230 24618091
e 65 231 19170389
e 65 232 14551684
e 65 233 24611603
e 65 234 15439168
e 65 235 25177691
e 65 236 19151199
e 65 237 20235494
e 65 238 20290502
e 65 239 24630571
e 65 240 24630571
e 65 241 17496406
e 65 242 24531211
e 65 243 13447909
e 65 244 24630571
e 65 245 24630571
e 65 246 19451617
e 65 247 24630571
e 65 248 24630571
e 65 249 24630571
e 65 250 16217973
e 65 251 13918316
e 65 252 24625755
e 65 253 24627520
e 65 254 24630571
e 65 255 9113538
e 65 256 24630571
e 66 67 10955875
e 66 68 11174658
e 66 69 21986471
e 66 70 22278704
e 66 71 11781799
e 66 72 21282172
e 66 73 18794817
e 66 74 21990830
e 66 75 21994963
e 66 76 19812097
e 66 77 21992655
e 66 78 8637453
e 66 79 33721534
e 66 80 45928353
e 66 81 22161097
e 66 82 21991452
e 66 83 59504835
e 66 84 20640850
e 66 85 21989903
e 66 86 13792409
e 66 87 21975505
e 66 88 6509762
e 66 89 22099519
e 66 90 22015743
e 66 91 15823837
e 66 92 27679689
e 66 93 21992598
e 66 94 35760398
e 66 95 21965611
e 66 96 21930356
e 66 97 20030528
e 66 98 21955597
e 66 99 33984861
e 66 100 21984463
e 66 101 19395270
e 66 102 21813556
e 66 103 21712955
e 66 104 34301811
e 66 105 16117748
e 66 106 21992684
e 66 107 21963045
e 66 108 20352257
e 66 109 22273307
e 66 110 12872595
e 66 111 6970185
e 66 112 52110069
e 66 113 22209706
e 66 114 10522527
e 66 115 19725507
e 66 116 21674020
e 66 117 21992755
e 66 118 19685549
e 66 119 20001057
e 66 120 21855554
e 66 121 21875606
e 66 122 21911498
e 66 123 18251910
e 66 124 23287181
e 66 125 14368448
e 66 126 21990885
e 66 127 18696149
e 66 128 57031151
e 66 129 17845654
e 66 130 21966798
e 66 131 13390419
e 66 132 17834061
e 66 133 22268384
e 66 134 17310267
e 66 135 21947422
e 66 136 43955682
e 66 137 22559827
e 66 138 13220879
e 66 139 21865413
e 66 140 19373440
e 66 141 10445133
e 66 142 21755297
e 66 143 4948251
e 66 144 22212423
e 66 145 22288755
e 66 146 16979313
e 66 147 43905750
e 66 148 9241684
e 66 149 20038169
e 66 150 21982008
e 66 151 44013509
e 66 152 21665930
e 66 153 8954604
e 66 154 8151407
e 66 155 12797089
e 66 156 12921385
e 66 157 21992655
e 66 158 26290476
e 66 159 22156059
e 66 160 21992655
e 66 161 21993217
e 66 162 28619422
e 66 163 21907531
e 66 164 9462979
e 66 165 21990009
e 66 166 53667500
e 66 167 12306528
e 66 168 8561842
e 66 169 53666067
e 66 170 21991571
e 66 171 22066754
e 66 172 29669737
e 66 173 21992215
e 66 174 21981301
e 66 175 14135395
e 66 176 21937418
e 66 177 30275748
e 66 178 14365729
e 66 179 18278395
e 66 180 21864832
e 66 181 21964382
e 66 182 5847586
e 66 183 6590799
e 66 184 22275297
e 66 185 18151167
e 66 186 17789756
e 66 187 21918984
e 66 188 21992368
e 66 189 15436805
e 66 190 9371345
e 66 191 22128163
e 66 192 21844225
e 66 193 18758135
e 66 194 21981612
e 66 195 43908638
e 66 196 21975036
e 66 197 21838338
e 66 198 18678288
e 66 199 51747124
e 66 200 21992378
e 66 201 22223670
e 66 202 21880721
e 66 203 29164122
e 66 204 8536096
e 66 205 9460857
e 66 206 8155846
e 66 207 21982285
e 66 208 31912642
e 66 209 21992655
e 66 210 26855222
e 66 211 21602001
e 66 212 18555248
e 66 213 21859304
e 66 214 22272488
e 66 215 23156015
e 66 216 21983972
e 66 217 9031261
e 66 218 24323740
e 66 219 21954898
e 66 220 21990782
e 66 221 15374350
e 66 222 21891821
e 66 223 8353788
e 66 224 21913146
e 66 225 21892074
e 66 226 8418116
e 66 227 22067370
e 66 228 16878857
e 66 229 43908638
e 66 230 21980175
e 66 231 16532473
e 66 232 11913768
e 66 233 21940839
e 66 234 53966444
e 66 235 17429891
e 66 236 16513283
e 66 237 21206181
e 66 238 17652586
e 66 239 21992655
e 66 240 21992655
e 66 241 30252842
e 66 242 21893295
e 66 243 32048473
e 66 244 21992655
e 66 245 21992655
e 66 246 16813701
e 66 247 21992655
e 66 248 21992655
e 66 249 22223670
e 66 250 25760132
e 66 251 11280400
e 66 252 43913471
e 66 253 21989604
e 66 254 22066754
e 66 255 6475621
e 66 256 22223670
e 67 68 11578794
e 67 69 22386418
e 67 70 22424988
e 67 71 12181746
e 67 72 21817550
e 67 73 7514540
e 67 74 38906763
e 67 75 22389994
e 67 76 20171450
e 67 77 22392601
e 67 78 9037400
e 67 79 22165175
e 67 80 21779097
e 67 81 22378192
e 67 82 22393969
e 67 83 7952292
e 67 84 21040797
e 67 85 27918061
e 67 86 14034725
e 67 87 22367237
e 67 88 6909709
e 67 89 22404659
e 67 90 22302612
e 67 91 16223784
e 67 92 17313978
e 67 93 22392545
e 67 94 35897121
e 67 95 22356505
e 67 96 22330303
e 67 97 20430474
e 67 98 22355544
e 67 99 10813285
e 67 100 22384410
e 67 101 19564201
e 67 102 22213503
e 67 103 22681507
e 67 104 34389191
e 67 105 16517695
e 67 106 22396994
e 67 107 22391107
e 67 108 20751491
e 67 109 22369760
e 67 110 13311149
e 67 111 7120914
e 67 112 14864098
e 67 113 22391726
e 67 114 13914257
e 67 115 20125454
e 67 116 22073967
e 67 117 22392684
e 67 118 19828046
e 67 119 20163596
e 67 120 22255501
e 67 121 22275553
e 67 122 22311445
e 67 123 20952009
e 67 124 23412524
e 67 125 14772758
e 67 126 22390832
e 67 127 19862186
e 67 128 8658314
e 67 129 18245601
e 67 130 22366745
e 67 131 13876580
e 67 132 18337505
e 67 133 22391508
e 67 134 17710214
e 67 135 22347369
e 67 136 33411910
e 67 137 21804837
e 67 138 16794538
e 67 139 22265360
e 67 140 20139168
e 67 141 10614064
e 67 142 22406072
e 67 143 5348198
e 67 144 22383695
e 67 145 21738426
e 67 146 16214395
e 67 147 22389714
e 67 148 9841724
e 67 149 20438116
e 67 150 22382862
e 67 151 22382782
e 67 152 22065877
e 67 153 45805483
e 67 154 8551354
e 67 155 12526678
e 67 156 13352956
e 67 157 22392601
e 67 158 17406285
e 67 159 22257749
e 67 160 22392601
e 67 161 33365429
e 67 162 28945270
e 67 163 22482799
e 67 164 9862926
e 67 165 22446442
e 67 166 43027835
e 67 167 32054198
e 67 168 8511537
e 67 169 12850025
e 67 170 22391518
e 67 171 22392601
e 67 172 29687732
e 67 173 22393318
e 67 174 33375810
e 67 175 14679787
e 67 176 33418294
e 67 177 24009965
e 67 178 13283493
e 67 179 14809656
e 67 180 22264779
e 67 181 22364329
e 67 182 36657763
e 67 183 6750083
e 67 184 33372905
e 67 185 24137480
e 67 186 18203966
e 67 187 22318931
e 67 188 22392315
e 67 189 15836752
e 67 190 9771292
e 67 191 22367827
e 67 192 22241908
e 67 193 19158082
e 67 194 22404954
e 67 195 22405690
e 67 196 22374983
e 67 197 22238285
e 67 198 18847219
e 67 199 14711377
e 67 200 22392325
e 67 201 22405690
e 67 202 22280668
e 67 203 29312754
e 67 204 26874231
e 67 205 33139331
e 67 206 8555792
e 67 207 22413454
e 67 208 32124045
e 67 209 22392601
e 67 210 12296444
e 67 211 22297931
e 67 212 14713022
e 67 213 22259251
e 67 214 22387351
e 67 215 23604390
e 67 216 22383919
e 67 217 9431208
e 67 218 31278738
e 67 219 22354845
e 67 220 22379685
e 67 221 15804125
e 67 222 22291768
e 67 223 36856677
e 67 224 33439526
e 67 225 22292021
e 67 226 8818063
e 67 227 22393218
e 67 228 17047788
e 67 229 22444954
e 67 230 22380122
e 67 231 28739567
e 67 232 12313715
e 67 233 22340786
e 67 234 43326779
e 67 235 17829837
e 67 236 16913230
e 67 237 25336435
e 67 238 18052533
e 67 239 33364866
e 67 240 22392601
e 67 241 15258437
e 67 242 22293242
e 67 243 11209940
e 67 244 22405690
e 67 245 22392601
e 67 246 17213648
e 67 247 22392601
e 67 248 22392601
e 67 249 22392601
e 67 250 13984366
e 67 251 32782029
e 67 252 22387786
e 67 253 22389551
e 67 254 22392601
e 67 255 6875568
e 67 256 22392601
e 68 69 28891663
e 68 70 37127695
e 68 71 26884453
e 68 72 21932370
e 68 73 7726893
e 68 74 35992270
e 68 75 41772104
e 68 76 32612002
e 68 77 22622004
e 68 78 9243908
e 68 79 22377528
e 68 80 21991450
e 68 81 22594734
e 68 82 22652402
e 68 83 8164645
e 68 84 35856448
e 68 85 38416329
e 68 86 14248054
e 68 87 22633886
e 68 88 49642509
e 68 89 22605940
e 68 90 22522688
e 68 91 28666691
e 68 92 17523911
e 68 93 34833098
e 68 94 9049438
e 68 95 37104475
e 68 96 22546846
e 68 97 37144094
e 68 98 22572086
e 68 99 11029827
e 68 100 22579019
e 68 101 34266908
e 68 102 22430045
e 68 103 22325254
e 68 104 9747011
e 68 105 16776129
e 68 106 22609183
e 68 107 22575345
e 68 108 20964557
e 68 109 22586302
e 68 110 13543134
e 68 111 19561467
e 68 112 15076451
e 68 113 37081344
e 68 114 28653854
e 68 115 20341996
e 68 116 45749620
e 68 117 37095391
e 68 118 34557188
e 68 119 20380138
e 68 120 37029545
e 68 121 36978260
e 68 122 22527987
e 68 123 31092410
e 68 124 35853077
e 68 125 14984937
e 68 126 22603185
e 68 127 19312638
e 68 128 23361021
e 68 129 18457954
e 68 130 22583287
e 68 131 14006908
e 68 132 18450550
e 68 133 22608051
e 68 134 17922567
e 68 135 22559722
e 68 136 22551060
e 68 137 22021379
e 68 138 7776546
e 68 139 34774233
e 68 140 20031821
e 68 141 10830606
e 68 142 37104416
e 68 143 5560551
e 68 144 37084062
e 68 145 21954968
e 68 146 43089205
e 68 147 22606256
e 68 148 9853984
e 68 149 39159489
e 68 150 37085569
e 68 151 43769263
e 68 152 44083632
e 68 153 9571093
e 68 154 23254061
e 68 155 12738913
e 68 156 53365752
e 68 157 37095308
e 68 158 41118526
e 68 159 22465899
e 68 160 22609144
e 68 161 37095871
e 68 162 15996155
e 68 163 22524020
e 68 164 10075279
e 68 165 22606498
e 68 166 27168033
e 68 167 25285672
e 68 168 23389893
e 68 169 53517714
e 68 170 37096576
e 68 171 22604954
e 68 172 44415218
e 68 173 22604515
e 68 174 22597790
e 68 175 14749838
e 68 176 37148737
e 68 177 48134216
e 68 178 14982218
e 68 179 18551685
e 68 180 39813520
e 68 181 34804881
e 68 182 6459886
e 68 183 7042624
e 68 184 22599820
e 68 185 18767656
e 68 186 18259544
e 68 187 22535473
e 68 188 22608857
e 68 189 30539459
e 68 190 9983645
e 68 191 43838827
e 68 192 36944615
e 68 193 48142029
e 68 194 22593912
e 68 195 37095308
e 68 196 22591525
e 68 197 37189369
e 68 198 19063761
e 68 199 14927920
e 68 200 34833492
e 68 201 22609144
e 68 202 22493021
e 68 203 44035760
e 68 204 9148396
e 68 205 10077346
e 68 206 8814226
e 68 207 22594585
e 68 208 27789242
e 68 209 22604954
e 68 210 53215410
e 68 211 22218491
e 68 212 14929565
e 68 213 22475793
e 68 214 37100539
e 68 215 16334635
e 68 216 34824472
e 68 217 9647750
e 68 218 45990417
e 68 219 43800109
e 68 220 43776818
e 68 221 30539146
e 68 222 22558094
e 68 223 8970277
e 68 224 22529635
e 68 225 22504374
e 68 226 23623799
e 68 227 22609760
e 68 228 17264330
e 68 229 22609144
e 68 230 37082829
e 68 231 17148962
e 68 232 12526068
e 68 233 22557329
e 68 234 13413552
e 68 235 18046380
e 68 236 17125583
e 68 237 18209878
e 68 238 18269075
e 68 239 22604954
e 68 240 22609144
e 68 241 15474979
e 68 242 22505595
e 68 243 11422293
e 68 244 22609144
e 68 245 34833154
e 68 246 34562129
e 68 247 22609144
e 68 248 22651035
e 68 249 39671651
e 68 250 14196546
e 68 251 11938781
e 68 252 22629463
e 68 253 22606093
e 68 254 34833154
e 68 255 7092111
e 68 256 22604954
e 69 70 28202573
e 69 71 18014063
e 69 72 27514436
e 69 73 13346857
e 69 74 29710127
e 69 75 28222311
e 69 76 34133825
e 69 77 29699800
e 69 78 14871993
e 69 79 27999768
e 69 80 38278798
e 69 81 28210509
e 69 82 36356344
e 69 83 45225427
e 69 84 28463001
e 69 85 28224443
e 69 86 21338711
e 69 87 28199554
e 69 88 51164332
e 69 89 36358301
e 69 90 28250283
e 69 91 23537889
e 69 92 41955812
e 69 93 28224862
e 69 94 32037125
e 69 95 28197875
e 69 96 28164896
e 69 97 34392849
e 69 98 36317919
e 69 99 16608502
